688	2290
688	1652
688	1355
688	3698
688	65
688	986
688	1492
688	1548
688	1684
691	2706
691	2332
691	2022
691	2705
691	629
691	1914
694	3754
694	997
694	1832
694	2834
694	3451
694	3754
694	3878
694	3897
696	2242
700	2027
700	2395
702	2790
702	1672
702	1895
703	1126
703	3004
703	2687
703	200
720	1369
720	497
720	1596
720	1604
720	2156
720	2821
725	117
725	170
725	217
725	251
725	341
725	371
725	443
725	496
725	536
725	1056
725	1408
725	1409
725	1611
725	1628
725	1657
725	1815
725	1820
725	2384
725	2495
725	3044
725	3613
742	3407
742	3947
742	3892
742	3537
742	3555
745	295
749	1720
749	1192
749	1197
749	1703
750	3554
751	1901
754	464
754	2520
758	914
758	338
758	837
758	277
758	690
758	837
758	914
758	936
758	938
758	1492
758	1665
758	1766
758	2176
758	2210
758	2256
758	3500
758	3611
758	3873
765	2914
765	920
765	1080
765	1134
765	1394
765	1662
765	1957
765	2064
765	2109
765	2143
765	2149
765	2246
765	2300
765	2348
765	2417
765	2462
765	2735
765	2751
765	2794
765	2914
765	2925
765	3307
765	3500
765	3607
770	2790
770	3752
775	912
775	2986
775	2880
775	1283
775	1126
775	2723
792	918
792	526
792	1720
794	607
794	38
796	1568
796	356
796	338
796	596
796	104
796	139
796	178
796	221
796	235
796	277
796	286
796	301
796	350
796	360
796	446
796	498
796	612
796	617
796	637
796	690
796	965
796	1289
796	1454
796	1492
796	1665
796	1754
796	1766
796	1849
796	2061
796	2167
796	2256
796	2569
796	2767
796	2848
796	3072
796	3102
796	3435
796	3527
797	2796
798	588
798	244
798	754
798	810
798	3161
799	1028
799	0
799	2031
799	3055
799	3610
800	2351
800	2857
813	1197
813	1195
813	588
813	2570
813	1197
825	76
825	98
825	107
825	127
825	133
825	362
825	442
825	555
825	656
825	758
825	806
825	820
825	1038
825	1122
825	1138
825	1162
825	1168
825	1188
825	1190
825	1360
825	1574
825	1651
825	1658
825	1740
825	1795
825	1855
825	1900
825	2128
825	2283
825	2329
825	2387
825	2537
825	2575
825	2631
825	2688
825	2823
825	2908
825	2930
825	3083
825	3127
825	3222
825	3280
825	3287
825	3322
825	3381
825	3409
825	3455
825	3469
825	3538
825	3570
825	3608
825	3717
825	3720
825	3858
825	3865
825	3893
830	588
830	1034
830	892
833	10
833	355
833	965
833	3072
839	2996
839	1229
839	2705
839	2598
839	2986
840	3947
840	3407
840	2857
840	3317
840	3553
841	3896
844	2395
846	38
846	1269
846	0
846	1135
855	3159
855	3892
855	3947
855	1427
855	1676
863	3896
863	588
863	1195
863	3792
863	259
863	2857
869	343
869	2261
869	409
869	409
869	2261
869	2535
869	3477
882	3947
882	3750
882	1192
885	792
885	1432
885	2387
885	2486
885	2625
885	2772
885	3139
885	3191
885	3291
885	3318
885	3356
885	3379
885	3455
885	3513
885	3536
885	3539
885	3566
885	3570
885	3579
885	3624
885	3655
885	3718
885	3719
885	3748
885	3793
885	3795
885	3821
885	3830
885	3850
885	3851
885	3853
885	3854
885	3857
885	3858
885	3882
885	3911
886	355
886	2395
886	295
886	2027
887	587
892	3896
892	3554
892	2983
892	3161
892	3852
892	3897
898	533
898	579
898	891
898	3465
898	3667
899	3542
899	2332
899	42
899	130
899	1162
899	1416
899	2336
899	2574
899	2629
899	2756
899	2757
899	3530
899	3542
900	3407
900	1034
904	40
904	1305
904	1395
904	2023
904	2593
906	911
906	526
906	1177
907	2857
907	1644
907	3475
907	3498
907	489
909	10
909	1018
909	911
911	2857
911	1258
911	1196
911	1229
911	3896
911	1269
913	1192
915	2857
915	1967
915	1269
915	1967
918	2242
924	1034
924	1027
924	355
924	1087
924	1594
926	211
927	592
927	911
930	906
930	924
930	928
930	964
930	972
930	1933
930	1939
930	1945
930	2184
930	2204
930	2211
930	2940
930	3309
931	607
931	317
931	1616
933	2320
933	356
933	471
933	618
933	634
933	1560
933	2155
933	2294
937	2790
937	3480
937	1258
937	1264
937	2290
937	2395
941	295
941	526
941	1703
941	592
941	3005
941	1212
942	16
942	33
942	1264
942	57
942	271
942	533
942	649
942	1093
942	1176
953	2857
953	295
953	2996
953	33
954	1579
954	2570
961	2027
961	295
966	294
966	471
966	531
966	611
966	1462
966	1641
966	2388
966	2499
968	2996
968	2907
972	2656
972	2299
972	2862
972	2134
972	2013
972	2101
972	954
972	1027
972	66
972	1173
972	1314
972	1443
972	1527
972	1792
972	2222
972	2618
972	2684
972	3056
972	3292
972	3562
972	3829
981	1306
981	356
981	2395
981	2670
981	837
981	1873
981	2167
982	2099
982	2010
982	1209
982	2949
985	3896
985	3951
985	3892
985	196
985	1810
985	1860
985	2694
985	2768
985	2836
985	3304
985	3567
985	3885
985	3893
985	3899
985	3901
985	3902
985	3912
985	3920
985	3951
986	2395
986	356
990	936
990	1492
990	2129
990	2245
990	2256
990	3098
990	3611
991	1783
991	355
991	2538
991	36
994	338
994	446
994	1454
994	1592
994	1604
994	1628
994	1655
994	1754
994	1849
994	2767
999	3403
1011	2080
1011	913
1011	1946
1011	1197
1013	259
1013	1209
1013	1303
1023	1295
1023	27
1023	57
1023	84
1023	150
1023	214
1023	301
1023	388
1023	445
1023	508
1023	914
1023	1171
1023	1189
1023	1263
1023	1276
1023	1295
1023	1356
1023	1534
1023	1683
1023	2066
1023	2569
1023	2707
1023	2918
1023	2942
1023	3425
1023	3474
1025	921
1025	656
1025	826
1025	1151
1025	1153
1025	1414
1025	2486
1025	2537
1025	2575
1025	2672
1025	2690
1025	2812
1025	2983
1025	3191
1025	3291
1025	3319
1025	3322
1025	3356
1025	3379
1025	3381
1025	3567
1025	3570
1025	3624
1025	3646
1025	3786
1025	3893
1027	526
1027	857
1027	2437
1037	2857
1037	2068
1038	2857
1038	2761
1038	3175
1038	3080
1042	1209
1042	1197
1042	2857
1042	1195
1042	259
1042	2405
1042	1269
1042	1258
1042	2395
1044	538
1044	2423
1044	355
1044	3300
1044	338
1044	1264
1044	118
1044	1462
1044	3275
1050	1579
1051	245
1051	67
1051	76
1051	95
1051	115
1051	198
1051	205
1051	297
1051	333
1051	362
1051	548
1051	567
1051	597
1051	669
1051	721
1051	768
1051	823
1051	935
1051	1110
1051	1191
1051	1263
1051	1288
1051	1420
1051	1422
1051	1427
1051	1534
1051	1570
1051	1900
1051	2130
1051	2322
1051	2480
1051	2631
1051	2676
1051	2707
1051	2775
1051	2919
1051	2929
1051	2969
1051	3076
1051	3802
1051	3865
1058	1264
1058	1287
1064	27
1064	27
1064	84
1064	181
1064	214
1064	248
1064	293
1064	424
1064	468
1064	508
1064	711
1064	780
1064	984
1064	986
1064	1398
1064	1454
1064	1534
1064	1563
1064	1570
1064	1655
1064	1668
1064	1895
1064	2171
1064	2800
1067	1776
1069	479
1069	588
1069	1579
1069	2570
1069	2627
1069	779
1069	1269
1069	3509
1069	259
1069	423
1069	3945
1071	1192
1072	915
1072	915
1072	1534
1072	2707
1072	3045
1074	110
1074	2857
1074	1616
1074	1630
1075	1579
1075	3254
1075	585
1075	1783
1075	1264
1075	585
1075	2538
1075	3129
1077	264
1077	221
1077	57
1077	1093
1077	89
1077	104
1077	248
1077	264
1077	301
1077	460
1077	487
1077	843
1077	1682
1077	1850
1077	2156
1077	2189
1077	2249
1077	2589
1077	2893
1077	3527
1091	538
1091	1579
1091	735
1091	355
1091	596
1091	2423
1091	2670
1091	1776
1093	259
1093	1096
1093	2027
1093	1197
1094	1703
